Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering,Hour,Day,Month,Cross_Border,Large_Transaction,Round_Amount,Sender_Frequency,Risk_Score
2019-01-01 00:16:00,85E81B180,86060E940,800A22C40,8362BF8A0,22.83,US Dollar,22.83,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:29:00,81A567780,86063B240,928AA68A0,9F46E08B0,48.79,US Dollar,48.79,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:03:00,8387E23B0,86063FC30,800A22C40,8362BF8A0,108.36,US Dollar,108.36,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:02:00,851AEB620,860641140,8DE7BC8F0,91064C730,14.19,US Dollar,14.19,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:19:00,83F1ABA10,8606459A0,8DE7BC8F0,91064C730,133.95,US Dollar,133.95,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:14:00,81BC159F0,860646950,8C6462080,ADACFD440,30.12,US Dollar,30.12,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:17:00,8469EC160,860648960,87A1A02C0,93B19A440,31.61,US Dollar,31.61,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:27:00,85DCF9250,8606793C0,83F046140,854FBC020,30.62,US Dollar,30.62,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:07:00,805B4AA50,860679A20,8A237F2B0,9D50A3DB0,282.64,US Dollar,282.64,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:09:00,84F566B60,86066F990,804342B60,877C14A50,45.2,US Dollar,45.2,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:23:00,848A43DF0,86068EB70,851967120,86B5D5790,16.71,US Dollar,16.71,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:12:00,8105B33B0,86069AEE0,8018BAD20,803A6EEF0,161.6,US Dollar,161.6,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:08:00,804E7ED90,8606A4E70,98D6DE7A0,AB5F5F630,37.83,US Dollar,37.83,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:01:00,84A0E4810,8606BBE40,94D3D68F0,9F12EE610,159.59,US Dollar,159.59,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:12:00,82070A020,860698B00,834EBDD00,903B15940,12.67,US Dollar,12.67,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:22:00,818096450,8606CCCF0,991ECB2C0,AF8256DC0,9.13,US Dollar,9.13,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:10:00,81547BB70,8606D71C0,8D901BB30,916DEF560,224.53,US Dollar,224.53,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:27:00,80C9827B0,8606CFF20,9AEDA6C60,B1DBE7750,348.3,US Dollar,348.3,US Dollar,Credit Card,0,0,1,1,0,1,0,1,40
2019-01-01 00:05:00,8054A0D70,86070F750,812599830,94B19AF60,25.46,US Dollar,25.46,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:20:00,82EA97D50,8606FA950,8DA43BF50,A08CCB4B0,17.06,US Dollar,17.06,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:24:00,852E88220,860700C90,815510260,A6270B0F0,4.88,US Dollar,4.88,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:16:00,80010C840,86075CDE0,8DA43BF50,A08CCB4B0,8.81,US Dollar,8.81,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:12:00,85ED5F840,86076E9D0,82B1ECFE0,899AB0A50,77.61,US Dollar,77.61,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:03:00,81F79E290,860786FF0,90606B840,B08EF3840,145.24,US Dollar,145.24,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:25:00,836E45650,86064A4A0,8019B14A0,A082E3AB0,73.13,US Dollar,73.13,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:19:00,83EF05680,86068FA70,8199D6B60,86D630E80,37.43,US Dollar,37.43,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:10:00,80029A010,8606F5850,8019B14A0,A082E3AB0,41.13,US Dollar,41.13,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:20:00,8538FBC70,8607A6BD0,80CF261D0,81A398790,75.31,US Dollar,75.31,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:15:00,81345BCC0,8607A6D30,808D879A0,8E82FD710,138.8,US Dollar,138.8,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:25:00,8004A6B50,8607A0300,80EDEF5B0,8203DF060,22.22,US Dollar,22.22,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:03:00,82A3F9560,8607A3120,9D9896830,9F699A570,88.5,US Dollar,88.5,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:27:00,8011A0090,8607B6080,811CDD8D0,820553F40,38.58,US Dollar,38.58,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:08:00,825D4E220,8607B7010,806B4D450,960F80280,25.31,US Dollar,25.31,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:15:00,824B98390,86079D630,8C32E4ED0,A26F83850,16.59,US Dollar,16.59,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:24:00,804AB41F0,8607D2940,81233C020,A53297C30,25.41,US Dollar,25.41,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:27:00,81A94DAE0,8607E6B10,835363000,946A906C0,103.06,US Dollar,103.06,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:07:00,836306F70,8607E6F20,840055DE0,9FA8E8F00,6159.91,US Dollar,6159.91,US Dollar,Credit Card,0,0,1,1,0,1,0,1,40
2019-01-01 00:11:00,84EEACE70,8607EE180,AD4A8A9B0,AEAF7B4F0,15.54,US Dollar,15.54,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:25:00,80103E030,8607EEBD0,8D181F110,9145C5FA0,197.49,US Dollar,197.49,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:07:00,849F59470,8607FFA90,8CF0E31C0,AC58BBEA0,74.6,US Dollar,74.6,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:01:00,83547D2A0,86081E760,947DECB50,B0DD26360,31.71,US Dollar,31.71,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:20:00,85768B530,86082F7A0,9C4FF1810,A9E805910,33.52,US Dollar,33.52,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:19:00,84FAF51F0,8605BB8E0,8AEB2F7B0,8EC2515E0,9.75,US Dollar,9.75,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:23:00,8174A35F0,860865930,832078BC0,837312A60,28.96,US Dollar,28.96,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:11:00,81E743700,8608531A0,8B75027C0,98A3766B0,103.68,US Dollar,103.68,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:05:00,807B3D600,8608569B0,88A428D50,928161690,21.96,US Dollar,21.96,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:11:00,832BA72B0,86084B630,80B997BD0,821DE4180,9.45,US Dollar,9.45,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:21:00,835F78ED0,86084D990,8767E8080,88EEAD200,43.45,US Dollar,43.45,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:02:00,85DD60210,8608B0980,80A87FFF0,82698EB50,72.87,US Dollar,72.87,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:00:00,80CD061E0,8608B9CC0,938525AB0,AD0AE7FE0,0.72,US Dollar,0.72,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:24:00,8228E3AC0,8608BFB50,877366030,8A3ECB210,59.23,US Dollar,59.23,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:00:00,8333BBE30,8608BE0C0,910FF7680,951BC5F30,24.84,US Dollar,24.84,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:00:00,82119F140,8608FB080,9C705D040,A9401DDF0,42.91,US Dollar,42.91,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:19:00,803A70E80,8608FA980,8E601B410,B1EE2FC90,43.56,US Dollar,43.56,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:07:00,849C5FB00,86090E340,8C535FC80,AB0B343A0,130.94,US Dollar,130.94,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:10:00,836B6FDD0,86090CE60,8A3110AE0,A9931BF20,450.81,US Dollar,450.81,US Dollar,Credit Card,0,0,1,1,0,1,0,1,40
2019-01-01 00:12:00,80CF0FA40,860913AF0,ADE482210,B235E28A0,73.94,US Dollar,73.94,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:29:00,8388DC3B0,8609342C0,846C95060,871E5C250,54.25,US Dollar,54.25,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:08:00,81A103CF0,860934450,8AAC35DC0,8F16E2710,98.89,US Dollar,98.89,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:29:00,841887E20,860979BF0,8732D41A0,AFF95C6A0,29.78,US Dollar,29.78,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:17:00,84E7B4C80,860996A40,845948650,9DA79C2A0,84.93,US Dollar,84.93,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:08:00,8321EF9D0,860996AB0,8001B5DA0,802477980,39.52,US Dollar,39.52,US Dollar,Credit Card,1,0,1,1,0,0,0,1,0
2019-01-01 00:23:00,823B70BC0,86098D530,829EF31C0,9C9978100,43.12,US Dollar,43.12,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:03:00,818623A20,860993920,82A57E660,986280D60,0.23,US Dollar,0.23,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:12:00,83B858440,860993970,82A57E660,986280D60,134.96,US Dollar,134.96,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:15:00,810AB7E20,860A85320,9A5E9F6A0,B28B994D0,44.04,US Dollar,44.04,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:25:00,843009220,860AB8F20,80103E440,9841EACB0,990.72,US Dollar,990.72,US Dollar,Credit Card,0,0,1,1,0,1,0,1,40
2019-01-01 00:00:00,812962800,860AD73C0,82A57E660,860AD7460,8971.64,US Dollar,8971.64,US Dollar,ACH,0,0,1,1,0,1,0,1,40
2019-01-01 00:15:00,85B6B7670,860B12A10,95B8AAD50,AA306A1F0,123.95,US Dollar,123.95,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:18:00,817488F10,860B44DB0,888D7F9F0,8AC0492C0,160.1,US Dollar,160.1,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:07:00,8003044E0,860B65E60,9040BC640,A5C02B300,124.09,US Dollar,124.09,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:17:00,8268F8720,860B6DDA0,8573E7610,88D69A130,10.04,US Dollar,10.04,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:14:00,81F65EF20,860B96A60,8819A51A0,9C2D266E0,31.64,US Dollar,31.64,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:15:00,81D52DAC0,860B99190,8BB733A20,AA25DEC40,49.3,US Dollar,49.3,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:08:00,82E837870,860B985B0,8C57BAFC0,B1DCF7830,22.9,US Dollar,22.9,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:05:00,83E663F30,860BAF5F0,96934C320,A148692D0,27.05,US Dollar,27.05,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:09:00,82CDD5720,860BC0560,9931C1E40,9D2CADC60,25.46,US Dollar,25.46,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:00:00,809EC5E60,860BB8750,8A9CBD990,B3EF37240,10.37,US Dollar,10.37,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:20:00,823CDF1A0,860BBAB20,87A3BEC20,937ED63E0,153.9,US Dollar,153.9,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:09:00,80EB1E8C0,860BCFC70,8B8EAF170,A13719960,25.53,US Dollar,25.53,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:18:00,854C45BF0,860C90A10,A0B233A60,A77E1CAE0,108.96,US Dollar,108.96,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:29:00,81D55CFA0,860D08810,919A476D0,ACEA01760,254.47,US Dollar,254.47,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:09:00,804E7ED90,860D0BE30,8903E1030,96869EFD0,98.25,US Dollar,98.25,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:12:00,852B1E2B0,860D1F6D0,887CDEA90,95C1649C0,26.75,US Dollar,26.75,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:23:00,823B813F0,860CF5910,806933360,8316FE170,124.04,US Dollar,124.04,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:29:00,846C95060,860D19620,81027EF80,92CEA0690,6.13,US Dollar,6.13,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:01:00,809F0D580,860D3F9E0,80010C840,8017189A0,30.84,US Dollar,30.84,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:04:00,82F4BB470,860D523F0,A99285190,B3F7D0E70,142.05,US Dollar,142.05,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:20:00,842AEE0C0,860D4FFD0,9C3810F30,A60C363C0,80.98,US Dollar,80.98,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:28:00,80B11A410,860D562E0,80CF0FA40,8DF636D00,6.29,US Dollar,6.29,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:26:00,84052E500,860D58F40,950237F30,A667C0030,5.62,US Dollar,5.62,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:14:00,80F36EB40,860D628B0,852B35290,867FB4F40,145.18,US Dollar,145.18,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:23:00,83AC9E5E0,860D6DC30,9C8AB9570,9F7A33A60,56.87,US Dollar,56.87,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:28:00,8277C82D0,860D72130,90625F5B0,911E65970,20.79,US Dollar,20.79,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:27:00,80651BC10,860D7FB40,8724EDD00,873A01A20,6.37,US Dollar,6.37,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:13:00,855032D90,860D7FF70,85BBFFA00,918B03DE0,31.35,US Dollar,31.35,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:10:00,8538FBC70,860D78ED0,830659890,9BBE28390,56.83,US Dollar,56.83,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:18:00,81C58CFF0,860D96510,9B068EB80,9F61C3160,9.37,US Dollar,9.37,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:29:00,8309462C0,860D8D890,9237AAB50,A127E15C0,2.41,US Dollar,2.41,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:18:00,82BE43F70,860D70900,86D758500,8CFDA7DA0,43.47,US Dollar,43.47,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:23:00,84461DF90,860D70A90,8138AA980,87855A950,49.61,US Dollar,49.61,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:07:00,83992F6D0,860D8A7B0,8E521C220,B26A9F5C0,9.99,US Dollar,9.99,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:25:00,85578FAD0,860DFC080,89CC14940,A47E74FA0,60.91,US Dollar,60.91,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:08:00,80912EC70,860E242F0,97CA3A6A0,9E16FBEF0,4.74,US Dollar,4.74,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:08:00,80AF9F1C0,860E6E860,801946100,8023EFDF0,1.05,US Dollar,1.05,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:02:00,8145C28A0,860E7FAD0,8924AEEB0,9CE72C910,1.03,US Dollar,1.03,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:24:00,80E8A4F90,860E94680,815581400,8240EA360,8.46,US Dollar,8.46,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:07:00,80B2D73B0,860EB9760,809104F00,8DD356E10,15.42,US Dollar,15.42,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:03:00,80A6490F0,860EBC3B0,96328F230,994B730A0,2.98,US Dollar,2.98,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:20:00,812E13010,860EB4FA0,82ED35EA0,87D0BE0A0,870.6,US Dollar,870.6,US Dollar,Credit Card,0,0,1,1,0,1,0,1,40
2019-01-01 00:25:00,810339550,860EBD990,809AE5DA0,80E6A9FC0,20.74,US Dollar,20.74,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:29:00,8124400A0,860ECB460,991CBF750,AD343CF80,2.17,US Dollar,2.17,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:29:00,808516370,860EAF680,91F4553D0,A0A460210,123.24,US Dollar,123.24,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:05:00,805256350,860F37040,A33303F20,AE2845020,37.84,US Dollar,37.84,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:03:00,812527A40,860F4F3D0,80FEBE610,8B497F9D0,35.24,US Dollar,35.24,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:10:00,81670B0A0,860FA2FD0,92B508CD0,9DCD87710,27.35,US Dollar,27.35,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:07:00,827F60E80,860FA33D0,8D775D300,9E30EC3E0,1.73,US Dollar,1.73,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:22:00,8495E2740,86100FE50,94E691C90,A97591A50,23.78,US Dollar,23.78,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:01:00,80010C0F0,861015490,891E31BD0,8F5F9A870,56.57,US Dollar,56.57,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:26:00,8592DC6E0,86101DFE0,80F36EB40,94FC7C180,666.12,US Dollar,666.12,US Dollar,Credit Card,0,0,1,1,0,1,0,1,40
2019-01-01 00:18:00,81C8CFD40,8610202B0,8B49671E0,AB595FDB0,41.99,US Dollar,41.99,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:19:00,81C58CFF0,86102ED30,8187F4E80,A0DB696E0,413.27,US Dollar,413.27,US Dollar,Credit Card,0,0,1,1,0,1,0,1,40
2019-01-01 00:00:00,814500F30,861042D40,A0D3CF040,AF3A20B30,2.74,US Dollar,2.74,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:16:00,810738F10,86103F6B0,9E64E11D0,A7F4EAD40,46.35,US Dollar,46.35,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:01:00,810FBE630,861048100,9B42423D0,B40E81990,9.47,US Dollar,9.47,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:10:00,80F01F600,86104A2A0,86CBF08F0,9605B8EE0,30.48,US Dollar,30.48,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:23:00,836DAB8C0,8610618F0,8234E0250,8302AEE70,1.1,US Dollar,1.1,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:06:00,80B260630,86103BEE0,806B4D450,8FE82CF80,27.28,US Dollar,27.28,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:12:00,8186BDDA0,861088890,A0BBEF180,AF64296D0,37.61,US Dollar,37.61,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:23:00,83A010080,861088FB0,9C879EFA0,A2A1E3C50,189.11,US Dollar,189.11,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:03:00,80B42E920,861081480,A38DEA6E0,AE628CB20,9.2,US Dollar,9.2,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:29:00,82A5B3990,861103280,845BB9360,8DD1B0930,160.13,US Dollar,160.13,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:22:00,850F3B290,86113A470,9620DF630,ADBDF7E60,11.55,US Dollar,11.55,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:10:00,8200030F0,86113CA60,93A0A0540,9A6C7E300,13.62,US Dollar,13.62,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:14:00,860B8D990,861157220,817F685E0,82BB08950,253.73,US Dollar,253.73,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:04:00,824F34580,8611BA080,92613B510,92F4EF860,147.05,US Dollar,147.05,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:13:00,81AAF6110,861206920,8B1EACA70,AD852EC80,9.99,US Dollar,9.99,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:01:00,8037D2C70,8612096C0,95CECD810,9DA4B9F10,37.89,US Dollar,37.89,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:13:00,818623A20,8612980E0,80806E1E0,84DF3AC20,72.51,US Dollar,72.51,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:05:00,8545DD850,86130EF80,85FFE4560,A045079A0,25.57,US Dollar,25.57,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:29:00,82A4FE8A0,86131C9A0,92EDB2310,A14988DD0,94.12,US Dollar,94.12,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:14:00,82E78C7F0,861319B70,84E1C2D40,93EC03200,160.61,US Dollar,160.61,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:22:00,829B5A970,86139B4D0,9DE966310,A0B55C4A0,211.19,US Dollar,211.19,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:21:00,810738F10,8613C9340,8A259FAB0,8A71C4010,38.2,US Dollar,38.2,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:16:00,81804BBD0,8613C9650,841540DC0,977C64BA0,17.75,US Dollar,17.75,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:26:00,810AEBA60,8613CD1A0,81FF63430,83722F470,24.69,US Dollar,24.69,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:20:00,855032D90,8613D5C00,850934680,A1DD89BB0,152.09,US Dollar,152.09,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:11:00,85A6574C0,8613ED610,80C4B57F0,819ACDE20,7.95,US Dollar,7.95,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:24:00,8533CB9D0,8614091F0,A1B433D90,ACB238790,29.69,US Dollar,29.69,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:24:00,85DAD1450,86141BFB0,80EF4D370,8A3530CC0,172.23,US Dollar,172.23,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:00:00,811CCCEA0,86145F7E0,8C2280090,AEFAE1900,478.73,US Dollar,478.73,US Dollar,Credit Card,0,0,1,1,0,1,0,1,40
2019-01-01 00:00:00,8499C9D40,8614617F0,88B64F1C0,AD54A62A0,40.48,US Dollar,40.48,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:19:00,809359640,86144FCE0,9DA055340,AFC6681E0,154.24,US Dollar,154.24,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:10:00,809A6EE60,861456110,90D22A760,A3A6077B0,1.77,US Dollar,1.77,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:05:00,82C81BDC0,8614568B0,9DA055340,AFC6681E0,138.92,US Dollar,138.92,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:27:00,84782B2B0,861474A30,90D22A760,A3A6077B0,7.51,US Dollar,7.51,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:27:00,830348FD0,861475A70,9DA055340,AFC6681E0,31.78,US Dollar,31.78,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:15:00,810BD7010,861476270,978512BE0,A654C8D70,24.56,US Dollar,24.56,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:07:00,809042820,8614A3A00,9D91A6F10,9FD891EF0,42.55,US Dollar,42.55,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:18:00,8204C00E0,8614AA870,904DE65E0,881FD02C0,0.73,US Dollar,0.73,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:16:00,81F322A50,86152D410,854ABF6F0,85735E3A0,26.52,US Dollar,26.52,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:05:00,805D6DB60,861569920,98A65A6B0,B1461DCC0,6.1,US Dollar,6.1,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:25:00,851193200,86157DB10,8187C4DC0,90FD9DF60,8.86,US Dollar,8.86,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:15:00,816E18260,861596EF0,8084E5650,819A7E520,25.79,US Dollar,25.79,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:18:00,82D90B490,8615A0910,85017CD60,8DE28F000,145.07,US Dollar,145.07,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:00:00,812DBB660,8615A5110,935E0CEB0,A98529840,94.75,US Dollar,94.75,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
